b'Sending udp OFF to host:', 1545638559.155199289
b'Ripex state: "OFF" on host:', 1545639217.441874266
b'Ripex state: "OFF" on host:', 1545639593.306810379
b'Ripex state: "OFF" on host:', 1545639976.739813089
b'Ripex state: "OFF" on host:', 1545640102.037607908
b'Ripex state: "OFF" on host:', 1545650373.489013910
b'Ripex state: "OFF" on host:', 1545650429.641514540
